National Party,Number of votes in total,Number of votings when MEP was present,Presence (%),Particiation (%),Number of 'wrong votes',Share of votes that were 'wrong' (of the votings where the MEP was present),Number of corrected votes in total,Share of votes that were corrected (of the votings where the MEP was present),Member State
Bündnis 90/Die Grünen,110539,103059.0,0.9323315752811225,0.8777083201404029,62.0,0.000601597143383887,70.0,0.0006792225812398723,Germany
Bezpartyjna,10049,10049.0,1.0,0.9845755796596676,6.0,0.0005970743357548015,10.0,0.0009951238929246692,Poland
Socijaldemokratska partija Hrvatske,20098,19403.0,0.9654194447208677,0.9067071350383122,11.0,0.0005669226408287378,11.0,0.0005669226408287378,Croatia
Sinistra Italiana,10049,9119.0,0.9074534779580058,0.8747139018807841,5.0,0.000548305735277991,6.0,0.0006579668823335892,Italy
Ökologisch-Demokratische Partei,10049,9555.0,0.9508408796895214,0.9345208478455568,5.0,0.0005232862375719519,5.0,0.0005232862375719519,Germany
Slovenska ljudska stranka,10049,9887.0,0.9838789929346203,0.9268583938700368,5.0,0.0005057145746940427,5.0,0.0005057145746940427,Slovenia
"""Saskaņa"" sociāldemokrātiskā partija",10049,9946.0,0.9897502239028759,0.9638770026868345,5.0,0.0005027146591594611,5.0,0.0005027146591594611,Latvia
EH BILDU,6549,6047.0,0.9233470758894488,0.8836463582226294,3.0,0.000496113775425831,4.0,0.000661485033901108,Spain
Scottish National Party,20098,18228.0,0.9069559160115435,0.7548014727833615,9.0,0.0004937458854509546,12.0,0.0006583278472679394,United Kingdom
Parti chrétien social luxembourgeois,30147,28727.0,0.9528974690682324,0.8934554018641988,14.0,0.000487346398858217,15.0,0.0005221568559195182,Luxembourg
Wolność,19856,18906.0,0.9521555197421434,0.9365431103948428,9.0,0.0004760393525864805,20.0,0.0010578652279699566,Poland
Esquerra Republicana de Catalunya,15406,14877.0,0.9656627288069584,0.9168505776970012,7.0,0.0004705249714324124,7.0,0.0004705249714324124,Spain
Folkebevægelsen mod EU,10049,8872.0,0.8828739178027665,0.8683451089660663,4.0,0.0004508566275924256,4.0,0.0004508566275924256,Denmark
Együtt 2014 - Párbeszéd Magyarországért,10049,9557.0,0.9510399044681063,0.8943178425714001,4.0,0.00041854138327927174,5.0,0.0005231767290990897,Hungary
Ecologistes Confédérés pour l'Organisation de Luttes Originales,10049,9589.0,0.9542243009254652,0.9073539655687133,4.0,0.00041714464490562103,5.0,0.0005214308061320263,Belgium
Demokratikus Koalíció,20098,19325.0,0.9615384615384616,0.90237834610409,8.0,0.00041397153945666235,10.0,0.000517464424320828,Hungary
ChristenUnie,10049,9741.0,0.9693501840979202,0.9174047168872524,4.0,0.0004106354583718304,4.0,0.0004106354583718304,Netherlands
Isamaa,10049,9869.0,0.9820877699273559,0.9653696885262215,4.0,0.0004053095551727632,4.0,0.0004053095551727632,Estonia
Die PARTEI,10049,7411.0,0.7374863170464723,0.6825554781570305,3.0,0.0004048036702199433,3.0,0.0004048036702199433,Germany
Latvijas Krievu savienība,10049,9936.0,0.9887551000099513,0.9508408796895214,4.0,0.00040257648953301127,4.0,0.00040257648953301127,Latvia
Niezależny,10049,9994.0,0.9945268185889143,0.9826848442631108,4.0,0.00040024014408645187,4.0,0.00040024014408645187,Poland
Tėvynės sąjunga-Lietuvos krikščionys demokratai,20036,18299.0,0.9133060491115991,0.8794669594729487,7.0,0.00038253456473031315,8.0,0.00043718235969178644,Lithuania
Eesti Reformierakond,20098,18559.0,0.9234252164394467,0.8481440939396955,7.0,0.00037717549436930867,7.0,0.00037717549436930867,Estonia
Staatkundig Gereformeerde Partij,10049,9133.0,0.9088466514081003,0.9011841974325804,3.0,0.00032847914157451,3.0,0.00032847914157451,Netherlands
Svenska folkpartiet,10049,9159.0,0.9114339735297045,0.8771021992238034,3.0,0.00032754667540124465,3.0,0.00032754667540124465,Finland
Movement for Rights and Freedoms,40196,37586.0,0.9350681659866653,0.9044183500845855,12.0,0.00031926781248337147,14.0,0.00037247911456393337,Bulgaria
Bloque Nacionalista Galego,3500,3138.0,0.8965714285714286,0.786,1.0,0.00031867431485022306,1.0,0.00031867431485022306,Spain
Partido Democrático Republicano,10049,9813.0,0.9765150761269779,0.9576077221614091,3.0,0.0003057169061449098,3.0,0.0003057169061449098,Portugal
Sõltumatu,10049,9828.0,0.9780077619663649,0.8265499054632302,3.0,0.00030525030525030525,10.0,0.0010175010175010174,Estonia
"Partidul Libertate, Unitate și Solidaritate",10049,10049.0,1.0,0.997014628321226,3.0,0.00029853716787740076,7.0,0.0006965867250472683,Romania
Unione di Centro,10049,7131.0,0.7096228480445815,0.6196636481241915,2.0,0.0002804655728509325,2.0,0.0002804655728509325,Italy
Kongres Nowej Prawicy,20098,16255.0,0.8087869439745248,0.7694297940093542,4.0,0.00024607812980621346,4.0,0.00024607812980621346,Poland
Social Democratic Party,10049,8643.0,0.8600855806547916,0.8318240620957309,2.0,0.00023140113386555593,2.0,0.00023140113386555593,United Kingdom
Sotsiaaldemokraatlik Erakond,10049,9200.0,0.9155139814906956,0.873818290377152,2.0,0.0002173913043478261,2.0,0.0002173913043478261,Estonia
JOBBIK MAGYARORSZÁGÉRT MOZGALOM,10049,9792.0,0.974425315951836,0.927754005373669,2.0,0.0002042483660130719,2.0,0.0002042483660130719,Hungary
Unia Pracy,10049,10035.0,0.9986068265499055,0.9496467310180118,2.0,0.0001993024414549078,2.0,0.0001993024414549078,Poland
Democrats for Strong Bulgaria,10049,10049.0,1.0,0.9770126380734402,2.0,0.0001990247785849338,2.0,0.0001990247785849338,Bulgaria
Lietuvos socialdemokratų partija,20098,18327.0,0.9118817792815206,0.884267091252861,3.0,0.0001636929120969062,4.0,0.00021825721612920827,Lithuania
Lehet Más A Politika,10049,8187.0,0.8147079311374266,0.670514479052642,1.0,0.00012214486380847684,1.0,0.00012214486380847684,Hungary
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",10049,8332.0,0.8291372275848343,0.708428699373072,1.0,0.00012001920307249159,1.0,0.00012001920307249159,Latvia
Zaļo un Zemnieku savienība,10049,9056.0,0.9011841974325804,0.74425315951836,1.0,0.00011042402826855124,1.0,0.00011042402826855124,Latvia
Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,10049,9060.0,0.9015822469897502,0.7934122798288387,1.0,0.00011037527593818985,1.0,0.00011037527593818985,Lithuania
Strana svobodných občanů,10049,9259.0,0.9213852124589511,0.8961090655786645,1.0,0.00010800302408467438,1.0,0.00010800302408467438,Czech Republic
Perussuomalaiset,20098,18882.0,0.9394964673101801,0.881082694795502,2.0,0.00010592098294672174,2.0,0.00010592098294672174,Finland
Istarski demokratski sabor - Dieta democratica istriana,10049,10020.0,0.9971141407105185,0.9907453477958006,1.0,9.98003992015968e-05,1.0,9.98003992015968e-05,Croatia
ALDE Romania,20098,18015.0,0.8963578465518958,0.8425216439446711,1.0,5.550929780738274e-05,1.0,5.550929780738274e-05,Romania
MOST - HÍD,10049,9676.0,0.9628818787939099,0.9297442531595184,0.0,0.0,1.0,0.00010334849111202976,Slovakia
Darbo partija,10049,7711.0,0.7673400338342123,0.6969847746044383,,,,,Lithuania
Fianna Fáil Party,10049,478.0,0.04756692208179918,0.0,,,,,Ireland
Građansko-liberalni savez,10049,9905.0,0.9856702159418848,0.8965071151358344,,,,,Croatia
Nationaldemokratische Partei Deutschlands,10049,9151.0,0.9106378744153647,0.8679470594088964,,,,,Germany
Parti ouvrier socialiste luxembourgeois,10049,9517.0,0.9470594088964076,0.9109364115832421,,,,,Luxembourg
Reload Bulgaria Party,10049,7430.0,0.7393770524430292,0.5730918499353169,,,,,Bulgaria
Sojusz Lewicy Demokratycznej,20098,18631.0,0.9270076624539755,0.804557667429595,,,,,Poland
Sojusz Lewicy Demokratycznej - Unia Pracy,10049,10049.0,1.0,0.9801970345307991,,,,,Poland
